1648818000000.0,0
1648904400000.0,0
1648990800000.0,0
1649077200000.0,0
1649163600000.0,-1
1649250000000.0,0
1649336400000.0,0
1649422800000.0,0
1649509200000.0,0
1649595600000.0,0
1649682000000.0,0
1649768400000.0,0
1649854800000.0,1
1649941200000.0,0
1650027600000.0,0
1650114000000.0,0
1650200400000.0,0
1650286800000.0,0
1650373200000.0,0
1650459600000.0,0
1650546000000.0,-1
1650632400000.0,0
1650718800000.0,0
1650805200000.0,0
1650891600000.0,1
1650978000000.0,-1
1651064400000.0,1
1651150800000.0,0
1651237200000.0,0
1651323600000.0,-1
1651410000000.0,1
1651496400000.0,0
1651582800000.0,0
1651669200000.0,0
1651755600000.0,-1
1651842000000.0,1
1651928400000.0,-1
1652014800000.0,0
1652101200000.0,1
1652187600000.0,-1
1652274000000.0,1
1652360400000.0,0
1652446800000.0,0
1652533200000.0,0
1652619600000.0,0
1652706000000.0,0
1652792400000.0,0
1652878800000.0,0
1652965200000.0,0
1653051600000.0,0
1653138000000.0,0
1653224400000.0,0
1653310800000.0,0
1653397200000.0,0
1653483600000.0,-1
1653570000000.0,1
1653656400000.0,0
1653742800000.0,0
1653829200000.0,0
1653915600000.0,0
1654002000000.0,0
1654088400000.0,0
1654174800000.0,-1
1654261200000.0,0
1654347600000.0,1
1654434000000.0,0
1654520400000.0,-1
1654606800000.0,0
1654693200000.0,0
1654779600000.0,0
1654866000000.0,0
1654952400000.0,0
1655038800000.0,0
1655125200000.0,0
1655211600000.0,0
1655298000000.0,0
1655384400000.0,1
1655470800000.0,-1
1655557200000.0,1
1655643600000.0,0
1655730000000.0,0
1655816400000.0,0
1655902800000.0,0
1655989200000.0,0
1656075600000.0,0
1656162000000.0,0
1656248400000.0,0
1656334800000.0,-1
1656421200000.0,0
1656507600000.0,0
1656594000000.0,0
1656633600000.0,0
1656720000000.0,0
1656806400000.0,0
1656892800000.0,1
1656979200000.0,-1
1657065600000.0,0
1657152000000.0,1
1657238400000.0,0
1657324800000.0,0
1657411200000.0,0
1657497600000.0,-1
1657584000000.0,0
1657670400000.0,1
1657756800000.0,0
1657843200000.0,0
1657929600000.0,0
1658016000000.0,0
1658102400000.0,0
1658188800000.0,0
1658275200000.0,-1
1658361600000.0,0
1658448000000.0,0
1658534400000.0,0
1658620800000.0,0
1658707200000.0,0
1658793600000.0,0
1658880000000.0,1
1658966400000.0,0
1659052800000.0,-1
1659139200000.0,0
1659225600000.0,0
1659312000000.0,0
1659398400000.0,0
1659484800000.0,0
1659571200000.0,0
1659657600000.0,1
1659744000000.0,-1
1659830400000.0,0
1659916800000.0,1
1660003200000.0,-1
1660089600000.0,0
1660176000000.0,0
1660262400000.0,1
1660348800000.0,-1
1660435200000.0,0
1660521600000.0,0
1660608000000.0,0
1660694400000.0,0
1660780800000.0,0
1660867200000.0,0
1660953600000.0,0
1661040000000.0,0
1661126400000.0,1
1661212800000.0,0
1661299200000.0,0
1661385600000.0,0
1661472000000.0,-1
1661558400000.0,0
1661644800000.0,0
1661731200000.0,1
1661817600000.0,-1
1661904000000.0,1
1661990400000.0,0
1662076800000.0,0
1662163200000.0,-1
1662249600000.0,1
1662336000000.0,0
1662422400000.0,-1
1662508800000.0,0
1662595200000.0,0
1662681600000.0,1
1662768000000.0,0
1662854400000.0,0
1662940800000.0,-1
1663027200000.0,0
1663113600000.0,0
1663200000000.0,0
1663286400000.0,0
1663372800000.0,0
1663459200000.0,0
1663545600000.0,0
1663632000000.0,0
1663718400000.0,0
1663804800000.0,1
1663891200000.0,0
1663977600000.0,-1
1664064000000.0,0
1664150400000.0,0
1664236800000.0,1
1664323200000.0,0
1664409600000.0,0
1664496000000.0,0
1664582400000.0,0
1664668800000.0,0
1664755200000.0,0
1664841600000.0,0
1664928000000.0,-1
1665014400000.0,0
1665100800000.0,0
1665187200000.0,0
1665273600000.0,0
1665360000000.0,0
1665446400000.0,0
1665532800000.0,0
1665619200000.0,0
1665705600000.0,0
1665792000000.0,0
1665878400000.0,0
1665964800000.0,0
1666051200000.0,0
1666137600000.0,0
1666224000000.0,0
1666310400000.0,0
1666396800000.0,0
1666483200000.0,1
1666569600000.0,-1
1666656000000.0,1
1666742400000.0,0
1666828800000.0,-1
1666915200000.0,0
1667001600000.0,1
1667088000000.0,-1
1667174400000.0,0
1667260800000.0,0
1667347200000.0,1
1667433600000.0,0
1667520000000.0,0
1667606400000.0,0
1667692800000.0,0
1667779200000.0,-1
1667865600000.0,0
1667952000000.0,0
1668038400000.0,1
1668124800000.0,0
1668211200000.0,0
1668297600000.0,0
1668384000000.0,0
1668470400000.0,0
1668556800000.0,0
1668643200000.0,0
1668729600000.0,0
1668816000000.0,0
1668902400000.0,0
1668988800000.0,0
1669075200000.0,0
1669161600000.0,0
1669248000000.0,0
1669334400000.0,-1
1669420800000.0,0
1669507200000.0,0
1669593600000.0,0
1669680000000.0,0
1669766400000.0,1
1669852800000.0,-1
1669939200000.0,0
1670025600000.0,0
1670112000000.0,0
1670198400000.0,1
1670284800000.0,-1
1670371200000.0,0
1670457600000.0,0
1670544000000.0,0
1670630400000.0,0
1670716800000.0,0
1670803200000.0,0
1670889600000.0,0
1670976000000.0,0
1671062400000.0,0
1671148800000.0,0
1671235200000.0,0
1671321600000.0,0
1671408000000.0,0
1671494400000.0,1
1671580800000.0,0
1671667200000.0,0
1671753600000.0,0
1671840000000.0,0
1671926400000.0,0
1672012800000.0,0
1672099200000.0,0
1672185600000.0,0
1672272000000.0,0
1672358400000.0,0
1672444800000.0,0
1672531200000.0,0
1672617600000.0,-1
1672704000000.0,1
1672790400000.0,0
1672876800000.0,-1
1672963200000.0,1
1673049600000.0,0
1673136000000.0,0
1673222400000.0,0
1673308800000.0,0
1673395200000.0,0
1673481600000.0,0
1673568000000.0,0
1673654400000.0,0
1673740800000.0,0
1673827200000.0,-1
1673913600000.0,0
1674000000000.0,0
1674086400000.0,0
1674172800000.0,1
1674259200000.0,-1
1674345600000.0,0
1674432000000.0,0
1674518400000.0,0
1674604800000.0,0
1674691200000.0,0
1674777600000.0,0
1674864000000.0,0
1674950400000.0,1
1675036800000.0,-1
1675123200000.0,0
1675209600000.0,1
1675296000000.0,0
1675382400000.0,0
1675468800000.0,-1
1675555200000.0,0
1675641600000.0,0
1675728000000.0,1
1675814400000.0,0
1675900800000.0,-1
1675987200000.0,0
1676073600000.0,0
1676160000000.0,0
1676246400000.0,0
1676332800000.0,0
1676419200000.0,1
1676505600000.0,-1
1676592000000.0,0
1676678400000.0,0
1676764800000.0,0
1676851200000.0,0
1676937600000.0,0
1677024000000.0,0
1677110400000.0,0
1677196800000.0,0
1677283200000.0,1
1677369600000.0,0
1677456000000.0,0
1677542400000.0,0
1677628800000.0,0
1677715200000.0,0
1677801600000.0,0
1677888000000.0,0
1677974400000.0,0
1678060800000.0,-1
1678147200000.0,1
1678233600000.0,-1
1678320000000.0,0
1678406400000.0,0
1678492800000.0,0
1678579200000.0,1
1678665600000.0,0
1678752000000.0,0
1678838400000.0,0
1678924800000.0,0
1679011200000.0,0
