1679113800000,0.70973,0.70973,0.70068,0.70068,4363.590117
1679112000000,0.71884,0.71884,0.7074,0.70973,3499.85327
1679110200000,0.69633,0.71884,0.69633,0.71884,4558.934451
1679108400000,0.69144,0.69818,0.6899,0.69633,5872.104263
1679106600000,0.68554,0.69913,0.68554,0.69144,9720.027072
1679104800000,0.6817,0.68817,0.67954,0.68554,3652.248003
1679103000000,0.68799,0.68799,0.6797,0.6817,4730.475164
1679101200000,0.68708,0.69165,0.6852,0.68799,838.629807
1679099400000,0.67852,0.68731,0.67375,0.68708,2287.030485
1679097600000,0.67805,0.68445,0.67633,0.67852,6255.686813
1679095800000,0.67509,0.68174,0.67249,0.67805,4835.665656
1679094000000,0.67176,0.67666,0.6698,0.67509,3321.5252
1679092200000,0.644,0.67445,0.64395,0.67176,56232.569384
1679090400000,0.644,0.644,0.64315,0.644,9793.638513
1679088600000,0.64485,0.64485,0.6389,0.644,2136.168735
1679086800000,0.63404,0.64485,0.63404,0.64485,715.852911
1679085000000,0.64037,0.64484,0.63404,0.63404,601.661027
1679083200000,0.63352,0.65823,0.63002,0.64037,4774.132252
1679081400000,0.63531,0.63531,0.63062,0.63352,1356.865706
1679079600000,0.6333,0.63531,0.62851,0.63531,558.11109
1679077800000,0.62777,0.6333,0.62777,0.6333,54.76157
1679076000000,0.62777,0.63531,0.62777,0.62777,192.026626
1679074200000,0.62903,0.63847,0.62687,0.62777,1231.740575
1679072400000,0.62591,0.62903,0.61926,0.62903,546.570273
1679070600000,0.62903,0.63531,0.62022,0.62591,1178.289917
1679068800000,0.62651,0.62903,0.62156,0.62903,231.190153
1679067000000,0.62808,0.63329,0.62156,0.62651,674.695376
1679065200000,0.62162,0.64478,0.61249,0.62808,7192.771342
1679063400000,0.62916,0.62916,0.62156,0.62162,804.142496
1679061600000,0.63089,0.63089,0.62785,0.62916,146.824888
1679059800000,0.6309,0.63457,0.63015,0.63089,297.155824
1679058000000,0.63208,0.6322,0.6309,0.6309,48.678368
1679056200000,0.63165,0.63266,0.63165,0.63208,922.166663
1679054400000,0.63692,0.63692,0.63142,0.63165,118.638298
1679052600000,0.63101,0.63692,0.63101,0.63692,824.691798
1679050800000,0.63062,0.63506,0.63029,0.63101,1982.259652
1679049000000,0.63002,0.6333,0.62933,0.63062,400.907266
1679047200000,0.62413,0.6314,0.62413,0.63002,537.652046
1679045400000,0.6193,0.62413,0.6193,0.62413,30.700573
1679043600000,0.62258,0.62258,0.61929,0.6193,2.538674
