1679076000000,0.028585,0.028585,0.026384,0.028585,67044.80288
1679054400000,0.028585,0.028585,0.026659,0.028585,16962.177643
1679032800000,0.026934,0.028585,0.026659,0.028585,52227.049348
1679011200000,0.026935,0.026936,0.026934,0.026934,242.688121
1678989600000,0.026935,0.026935,0.026935,0.026935,0
1678968000000,0.026935,0.026935,0.026935,0.026935,0
1678946400000,0.026935,0.026935,0.026935,0.026935,0
1678924800000,0.026935,0.026935,0.026935,0.026935,0
1678903200000,0.028668,0.028668,0.0252,0.026935,31122.629436
1678881600000,0.027512,0.028668,0.027512,0.028668,6.179681
1678860000000,0.029805,0.029805,0.027512,0.027512,99.323519
1678838400000,0.029823,0.029823,0.029805,0.029805,290.928312
1678816800000,0.029823,0.029823,0.029823,0.029823,0
1678795200000,0.029823,0.029823,0.029823,0.029823,100
1678773600000,0.029823,0.029823,0.029823,0.029823,30.680328
1678752000000,0.029823,0.029823,0.029823,0.029823,0
1678730400000,0.029823,0.029823,0.029823,0.029823,0
1678708800000,0.029823,0.029823,0.029823,0.029823,0
1678687200000,0.029823,0.029823,0.029823,0.029823,0
1678665600000,0.029823,0.029823,0.029458,0.029823,185.536075
1678644000000,0.027197,0.029823,0.027197,0.029823,167.18533
1678622400000,0.027863,0.027863,0.027197,0.027197,3.638029
1678600800000,0.027056,0.027863,0.0252,0.027863,225.889497
1678579200000,0.027056,0.027056,0.026208,0.027056,89.594382
1678557600000,0.027056,0.027056,0.026208,0.027056,91.298097
1678536000000,0.026208,0.027056,0.026208,0.027056,47.53594
1678514400000,0.027056,0.027056,0.026208,0.026208,688.574354
1678492800000,0.027056,0.027056,0.027,0.027056,106.458543
1678471200000,0.025818,0.027056,0.025818,0.027056,962.530449
1678449600000,0.026653,0.026653,0.025818,0.025818,230.134059
1678428000000,0.025818,0.026653,0.025818,0.026653,157.399459
1678406400000,0.025865,0.026256,0.0252,0.025818,15120.328558
1678384800000,0.029109,0.029109,0.025055,0.025865,12753.729948
1678363200000,0.0294,0.0294,0.029109,0.029109,94.381705
1678341600000,0.0294,0.0294,0.029109,0.0294,236.855428
1678320000000,0.0294,0.0294,0.029109,0.0294,1235.022667
1678298400000,0.029617,0.030051,0.0294,0.0294,15890.833865
1678276800000,0.029616,0.029834,0.0295,0.029617,6994.908588
1678255200000,0.029549,0.029616,0.029549,0.029616,44.098112
1678233600000,0.029549,0.029616,0.029549,0.029549,97.208797
1678212000000,0.03028,0.03028,0.029549,0.029549,14048.864661
1678190400000,0.030051,0.030965,0.030051,0.03028,83.130619
1678168800000,0.030965,0.030965,0.030051,0.030051,57.953127
1678147200000,0.030051,0.030965,0.030051,0.030965,18.043176
1678125600000,0.030763,0.030965,0.030051,0.030051,490.509887
1678104000000,0.030965,0.030965,0.030504,0.030763,86.406903
1678082400000,0.030504,0.030965,0.030504,0.030965,40.796507
1678060800000,0.030504,0.030965,0.030504,0.030504,66.652312
1678039200000,0.030965,0.030965,0.030504,0.030504,19.080623
1678017600000,0.030965,0.030965,0.030965,0.030965,24.634084
1677996000000,0.030965,0.030965,0.030504,0.030965,52.575127
1677974400000,0.030965,0.030965,0.030504,0.030965,124.370956
1677952800000,0.030504,0.030965,0.030504,0.030965,137.697359
1677931200000,0.030504,0.030965,0.030504,0.030504,40.893497
1677909600000,0.030504,0.030965,0.030504,0.030504,34.112666
1677888000000,0.030965,0.030965,0.030504,0.030504,256.925706
1677866400000,0.030965,0.030965,0.030504,0.030965,47.732013
1677844800000,0.030051,0.030965,0.030051,0.030965,339.846524
1677823200000,0.030504,0.030504,0.030051,0.030051,697.921207
1677801600000,0.032391,0.032391,0.0295,0.030504,16712.188462
1677780000000,0.031543,0.032391,0.031543,0.032391,67.693771
1677758400000,0.031543,0.032391,0.031543,0.031543,68.693455
1677736800000,0.031543,0.031543,0.031543,0.031543,50.003455
1677715200000,0.03155,0.032391,0.031543,0.031543,137.166075
1677693600000,0.03155,0.032391,0.03155,0.03155,116.849972
1677672000000,0.03288,0.03288,0.03155,0.03155,12549.330363
1677650400000,0.032391,0.03288,0.03185,0.03288,69.470157
1677628800000,0.032391,0.032391,0.03155,0.032391,748.232743
1677607200000,0.031543,0.032391,0.031543,0.032391,143.77538
1677585600000,0.032315,0.032391,0.031543,0.031543,136.004335
1677564000000,0.032391,0.032391,0.031543,0.032315,129.29069
1677542400000,0.033376,0.033376,0.031543,0.032391,5160.857063
1677520800000,0.032331,0.033376,0.032331,0.033376,77.048682
1677499200000,0.033376,0.033376,0.032331,0.032331,156.030323
1677477600000,0.033376,0.033376,0.032331,0.033376,72.479101
1677456000000,0.032819,0.033881,0.032331,0.033376,1106.216222
1677434400000,0.033376,0.033881,0.032331,0.032819,1106.058165
1677412800000,0.032684,0.033376,0.032331,0.033376,917.119639
1677391200000,0.03288,0.03288,0.032684,0.032684,34.895417
1677369600000,0.03288,0.03288,0.03185,0.03288,77.596628
1677348000000,0.033315,0.034208,0.03185,0.03288,8028.450661
1677326400000,0.033315,0.034393,0.033315,0.033315,55.79583
1677304800000,0.033315,0.034393,0.033315,0.033315,79.699418
1677283200000,0.034393,0.034913,0.033315,0.033315,2872.325318
1677261600000,0.033819,0.034913,0.033315,0.034393,383.62326
1677240000000,0.034366,0.034366,0.033819,0.033819,188.140913
1677218400000,0.033819,0.034913,0.033819,0.034366,102.56908
1677196800000,0.034913,0.034913,0.033819,0.033819,65.806304
1677175200000,0.03544,0.03544,0.033819,0.034913,96.424233
